Allocations for Section 18004(a)(1) of the CARES Act,,,
,,,
OPEID,School,Total Allocation ($),"Minimum Allocation to
be Awarded for
Emergency Financial Aid
Grants to Students ($)"
4147000,Paul Mitchell The School Atlanta,"484,422.00","242,211.00"
639900,Bryan College Of Health Sciences,"484,417.00","242,209.00"
538400,Nicolet Area Technical College,"484,116.00","242,058.00"
3025000,Texas College Of Cosmetology,"483,500.00","241,750.00"
849400,Hohokus School Of Trade And Technical Sciences,"483,327.00","241,664.00"
148500,College Of The Florida Keys (The),"481,856.00","240,928.00"
553500,Pine Technical And Community College,"481,263.00","240,632.00"
159600,Toccoa Falls College,"481,239.00","240,620.00"
535300,Tennessee College Of Applied Technology-Livingston,"479,769.00","239,885.00"
3127500,Advanced Technology Institute,"479,439.00","239,720.00"
526700,Northwest Kansas Technical College,"479,285.00","239,643.00"
2326900,Sunstate Academy,"478,081.00","239,041.00"
1285000,International Salon And Spa Academy,"475,449.00","237,725.00"
3555400,Southeastern Institute,"473,641.00","236,821.00"
233700,Bethany Lutheran College,"471,985.00","235,993.00"
3965500,Hair Expressions Academy,"470,791.00","235,396.00"
1267000,Bel - Rea Institute Of Animal Technology,"470,581.00","235,291.00"
1057300,West Virginia Junior College,"470,415.00","235,208.00"
697700,Great Basin College,"470,059.00","235,030.00"
726300,Holy Cross College,"469,591.00","234,796.00"
191100,Colby Community College,"469,448.00","234,724.00"
3549300,Ultimate Medical Academy,"469,150.00","234,575.00"
248500,Midwestern Baptist Theological Seminary,"466,997.00","233,499.00"
533900,Metro Technology Centers School District #22,"466,807.00","233,404.00"
182400,Oakland City University,"465,821.00","232,911.00"
4187800,Cybertex Institute Of Technology,"465,548.00","232,774.00"
120500,Golden Gate University,"464,148.00","232,074.00"
978200,Saint Luke'S College Of Health Sciences,"462,823.00","231,412.00"
4186300,Paul Mitchell The School Las Vegas,"462,659.00","231,330.00"
4171400,Aveda Institute Portland,"461,109.00","230,555.00"
175700,Southeastern Illinois College,"460,547.00","230,274.00"
3129200,Rabbinical College Of Ohr Shimon Yisroel,"460,264.00","230,132.00"
726400,Mesivta Torah Vodaath Rabbinical Seminary,"459,637.00","229,819.00"
256700,York College,"459,315.00","229,658.00"
4147600,Aveda Institute Las Vegas,"458,983.00","229,492.00"
531000,Pittsburgh Institute Of Aeronautics,"458,946.00","229,473.00"
3736300,Advance Beauty College,"458,495.00","229,248.00"
492700,University Of South Carolina - Union,"457,913.00","228,957.00"
1055100,New York School For Medical & Dental Assistants,"457,757.00","228,879.00"
2052700,Northeast Technology Center,"456,375.00","228,188.00"
320700,Pacific Northwest College Of Art,"456,256.00","228,128.00"
2160900,Pci Academy,"454,747.00","227,374.00"
346700,Presentation College,"454,681.00","227,341.00"
235000,Vermilion Community College,"454,539.00","227,270.00"
300800,Valley City State University,"452,941.00","226,471.00"
4192200,Athena Career Academy,"451,504.00","225,752.00"
155700,Brewton Parker College,"449,184.00","224,592.00"
3002500,J.F. Ingram State Technical College,"448,264.00","224,132.00"
3065000,Paul Mitchell The School Richland,"447,875.00","223,938.00"
232200,Finlandia University,"447,690.00","223,845.00"
2361500,Michigan Barber School,"447,200.00","223,600.00"
2524200,Robert Morgan Educational Center And Technical College,"447,181.00","223,591.00"
2307400,George Stone Technical College,"446,933.00","223,467.00"
4158200,Paul Mitchell The School Sherman Oaks,"446,039.00","223,020.00"
1015300,Helene Fuld College Of Nursing,"445,514.00","222,757.00"
2192800,Walnut Hill College,"445,337.00","222,669.00"
148200,Florida College,"445,256.00","222,628.00"
2123200,Aveda Institute Minneapolis,"445,074.00","222,537.00"
318900,Clatsop Community College,"444,841.00","222,421.00"
499600,Dabney S Lancaster Community College,"444,563.00","222,282.00"
192000,Hesston College,"444,466.00","222,233.00"
2360800,Provo College,"443,357.00","221,679.00"
3108600,Compu-Med Vocational Careers,"442,546.00","221,273.00"
986200,Clarkson College,"441,901.00","220,951.00"
330000,Moore College Of Art And Design,"441,674.00","220,837.00"
275900,Manhattan School Of Music,"441,481.00","220,741.00"
2287800,National Tractor Trailer School,"439,995.00","219,998.00"
755500,Lakes Region Community College,"439,512.00","219,756.00"
2287900,Raphael'S School Of Beauty Culture,"438,150.00","219,075.00"
2073700,Northwest Technical Institute,"437,217.00","218,609.00"
4147200,Tricoci University Of Beauty Culture,"436,904.00","218,452.00"
2178900,Jolie Health And Beauty Academy,"435,974.00","217,987.00"
265000,University Of The Southwest,"435,854.00","217,927.00"
4147500,Tricoci University Of Beauty Culture,"435,780.00","217,890.00"
569200,Reid State Technical College,"435,328.00","217,664.00"
3758300,Bayamon Community College,"435,133.00","217,567.00"
720300,Salon Success Academy,"434,633.00","217,317.00"
2556100,Eti School Of Skilled Trades,"434,609.00","217,305.00"
978600,Illinois Eastern Community Colleges - Lincoln Trail College,"434,306.00","217,153.00"
320600,Multnomah University,"433,018.00","216,509.00"
1302200,City University Of Seattle,"432,868.00","216,434.00"
3409500,Chester Career College,"431,590.00","215,795.00"
4238600,Gould'S Academy,"429,649.00","214,825.00"
3409600,Bennett Career Institute,"429,212.00","214,606.00"
2301400,Ohio Valley College Of Technology,"428,200.00","214,100.00"
3970400,Wellspring School Of Allied Health,"428,142.00","214,071.00"
3590400,Ntma Training Centers Of Southern California,"427,969.00","213,985.00"
2195500,Modern Hairstyling Institute,"426,601.00","213,301.00"
4145700,Paul Mitchell The School Springfield,"426,043.00","213,022.00"
560700,Suncoast Technical College,"425,821.00","212,911.00"
3570500,Northpoint Bible College,"423,110.00","211,555.00"
1014700,Western Suffolk Boces,"422,592.00","211,296.00"
460000,Northwest Iowa Community College,"422,535.00","211,268.00"
407100,Walsh College Of Accountancy & Business Administration,"422,403.00","211,202.00"
185500,Des Moines University - Osteopathic Medical Center,"422,290.00","211,145.00"
3612400,Valley Grande Institute For Academic Studies,"422,034.00","211,017.00"
3101900,Trinity Baptist College,"421,907.00","210,954.00"
1203100,San Diego Christian College,"421,905.00","210,953.00"
4155200,Oliver Finley Academy Of Cosmetology,"420,835.00","210,418.00"
392900,Eastern Wyoming College,"420,524.00","210,262.00"
2203300,Gene Juarez Beauty Schools,"420,399.00","210,200.00"
520400,Beal College,"419,913.00","209,957.00"
2354200,Scioto County Career Technical Center,"419,892.00","209,946.00"
642100,Jfk Medical Center Muhlenberg Harold B. And Dorothy A. Snyder Schools,"417,854.00","208,927.00"
2170200,Albany Schoharie Schenectady Saratoga Boces Practical Nursing Program,"416,996.00","208,498.00"
190100,Allen County Community College,"416,499.00","208,250.00"
265600,New Mexico Military Institute,"415,633.00","207,817.00"
2577000,Paul Mitchell The School - Esani,"415,434.00","207,717.00"
4204500,Elaine Sterling Institute(The),"414,178.00","207,089.00"
4124500,Mycomputercareer.Com /Techskills,"414,059.00","207,030.00"
536300,Denmark Technical College,"412,522.00","206,261.00"
4217800,Boca Beauty Academy,"412,160.00","206,080.00"
3014900,Platt College,"412,152.00","206,076.00"
4175300,Penrose Academy,"412,035.00","206,018.00"
2115400,Bridgerland Technical College,"411,631.00","205,816.00"
1032600,Tennessee College Of Applied Technology - Harriman,"411,299.00","205,650.00"
10257900,New England College,"411,295.00","205,648.00"
998100,Morgan Community College,"411,258.00","205,629.00"
2317200,Maranatha Baptist University,"410,308.00","205,154.00"
247400,Kansas City University Of Medicine And Biosciences,"409,399.00","204,700.00"
1205100,Pro Way Hair School,"408,553.00","204,277.00"
1111300,Maharishi International University,"408,145.00","204,073.00"
295600,Piedmont International University,"407,862.00","203,931.00"
3018500,Bene'S Career Academy,"406,818.00","203,409.00"
381900,Ohio Valley University,"405,760.00","202,880.00"
3373300,Beacon College,"405,430.00","202,715.00"
1262700,Thomas M. Cooley Law School,"405,235.00","202,618.00"
2180000,Northwest Indian College,"403,967.00","201,984.00"
3181400,Merkaz Bnos,"403,827.00","201,914.00"
661200,Covenant School Of Nursing And Allied Health,"403,823.00","201,912.00"
2300900,Withlacoochee Technical College,"403,755.00","201,878.00"
4118300,Northcoast Medical Training Academy,"402,690.00","201,345.00"
4144500,Paul Mitchell The School Rexburg,"401,899.00","200,950.00"
3883400,Aviation Institute Of Maintenance,"401,732.00","200,866.00"
122900,Southern California University Of Health Sciences,"401,546.00","200,773.00"
3176300,Aviation Institute Of Maintenance,"400,623.00","200,312.00"
2223700,Robert Fiance Beauty Schools,"400,511.00","200,256.00"
996200,Luna Community College,"399,419.00","199,710.00"
209200,St. John'S College,"398,355.00","199,178.00"
121200,Humphreys University,"398,142.00","199,071.00"
135900,Colorado Northwestern Community College,"397,997.00","198,999.00"
3411400,International Training Careers,"397,293.00","198,647.00"
4095300,King'S College (The),"396,742.00","198,371.00"
1150500,Tricoci University Of Beauty Culture,"396,317.00","198,159.00"
2140800,Martin University,"395,736.00","197,868.00"
2178500,Eagle Gate College,"395,657.00","197,829.00"
2237900,Tennessee College Of Applied Technology-Paris,"394,967.00","197,484.00"
3115900,Trinity College Of Puerto Rico,"394,678.00","197,339.00"
783900,Triangle Tech,"394,320.00","197,160.00"
2591600,North-West College,"393,842.00","196,921.00"
3230300,Okaloosa Technical College And Choice High School,"393,330.00","196,665.00"
1229300,Veeb Nassau County School Of Practical Nursing,"391,740.00","195,870.00"
2521200,Arlington Career Institute,"391,614.00","195,807.00"
2068300,Douglas Education Center,"391,261.00","195,631.00"
4160700,Avenue Five Institute,"391,249.00","195,625.00"
2584900,First Institute,"390,859.00","195,430.00"
3611400,Florida Barber Academy,"390,387.00","195,194.00"
2121100,Midwest Institute,"389,911.00","194,956.00"
1232800,Northwestern Health Sciences University,"388,538.00","194,269.00"
565500,Hacienda La Puente Adult Education,"388,304.00","194,152.00"
1167000,Yeshiva Of Nitra Rabbinical College,"386,639.00","193,320.00"
2143700,Sinte Gleska University,"385,959.00","192,980.00"
338600,Valley Forge Military College,"385,652.00","192,826.00"
224600,Cleary University,"384,753.00","192,377.00"
3225300,American University Of Health Sciences,"384,752.00","192,376.00"
756000,River Valley Community College,"384,684.00","192,342.00"
904700,Huntington Junior College Of Business,"384,451.00","192,226.00"
4173200,Taylor Andrews Academy Of Hair Design,"383,197.00","191,599.00"
808700,Montgomery Community College,"382,976.00","191,488.00"
1082700,David Pressley Professional School Of Cosmetology,"382,850.00","191,425.00"
3696400,Saber College,"382,767.00","191,384.00"
171600,Maccormac College,"382,008.00","191,004.00"
2218300,Southwest School Of Business & Technical Careers,"381,421.00","190,711.00"
2204200,"Chattanooga College - Medical, Dental And Technical Careers","381,353.00","190,677.00"
2523700,Ocean County Vocational - Technical Schools,"380,824.00","190,412.00"
1206400,Hamilton Technical College,"380,408.00","190,204.00"
1151900,Joseph'S College Cosmetology,"379,798.00","189,899.00"
2528300,Tdds Technical Institute,"379,013.00","189,507.00"
3645400,"Rudy & Kelly Academy, A Paul Mitchell Partner School","378,939.00","189,470.00"
752600,Florida Panhandle Technical College,"378,062.00","189,031.00"
209300,Saint John'S College,"377,298.00","188,649.00"
252700,University Of Providence,"376,995.00","188,498.00"
1323200,Academy Of Hair Design,"375,960.00","187,980.00"
2209200,Taylortown School Of Beauty,"375,859.00","187,930.00"
2238100,Minnesota School Of Cosmetology,"375,857.00","187,929.00"
4133700,New York Medical Career Training Center,"375,729.00","187,865.00"
4151900,Columbia Gorge Community College,"375,638.00","187,819.00"
155500,Thomas University,"375,530.00","187,765.00"
2063000,Montserrat College Of Art,"375,198.00","187,599.00"
2188200,Sitting Bull College,"375,048.00","187,524.00"
4133900,Futura Career Institute,"374,889.00","187,445.00"
278400,New York Medical College,"374,257.00","187,129.00"
4147100,Tricoci University Of Beauty Culture,"373,874.00","186,937.00"
4142300,Aveda Arts & Sciences Institute Corpus Christi,"373,504.00","186,752.00"
4205200,Wade Gordon Hairdressing Academy,"373,069.00","186,535.00"
106500,University Of Alaska Southeast,"372,939.00","186,470.00"
2277500,House Of Heavilin Beauty College,"372,084.00","186,042.00"
550000,Manhattan Area Technical College,"369,841.00","184,921.00"
533500,Central Pennsylvania Institute Of Science And Technology,"369,675.00","184,838.00"
102300,Judson College,"369,009.00","184,505.00"
4170700,Paul Mitchell The School St Louis,"368,274.00","184,137.00"
219400,New England Conservatory Of Music,"367,317.00","183,659.00"
904300,Elmira Business Institute,"367,057.00","183,529.00"
3416500,Dallas Nursing Institute,"366,585.00","183,293.00"
2277400,South Coast College,"366,087.00","183,044.00"
1070000,Tennessee College Of Applied Technology-Jacksboro,"365,951.00","182,976.00"
950900,Charles A. Jones Career And Education Center,"365,709.00","182,855.00"
2202300,Pittsburgh Career Institute,"364,095.00","182,048.00"
2334300,Empire Beauty School,"363,192.00","181,596.00"
2153100,Paul Mitchell The School Murfreesboro,"363,105.00","181,553.00"
2146000,Wayne - Finger Lakes Boces,"362,846.00","181,423.00"
4187400,John Amico School Of Hair Design,"362,538.00","181,269.00"
3626300,Brown Aveda Institute,"362,519.00","181,260.00"
2316200,Miami Lakes Educational Center And Technical College,"362,478.00","181,239.00"
2189000,Mid-East Career And Technology Centers - Adult Education,"362,414.00","181,207.00"
3240300,Toni & Guy Hairdressing Academy,"362,087.00","181,044.00"
2616100,Jean Madeline Aveda Institute,"361,534.00","180,767.00"
2563000,Raphael'S School Of Beauty Culture,"360,731.00","180,366.00"
1320800,Baptist Bible College,"360,668.00","180,334.00"
1036500,Charles R. Drew University Of Medicine And Science,"360,477.00","180,239.00"
2546200,Laurel Business Institute,"360,370.00","180,185.00"
2275500,Paul Mitchell The School Knoxville,"358,657.00","179,329.00"
3158300,Cape Coral Technical College,"358,183.00","179,092.00"
376200,Virginia University Of Lynchburg,"357,917.00","178,959.00"
3914300,"Calc, Institute Of Technology","356,366.00","178,183.00"
154500,Andrew College,"355,871.00","177,936.00"
3079000,Eti Technical College Of Niles,"355,710.00","177,855.00"
4175200,Paul Mitchell The School East Bay,"355,653.00","177,827.00"
